Song Name,Duration,Album,Artists,Artist_id,Album_id
Cold Tears,3:11,Outlines,AM & Shawn Lee,3dGzchO8ZLLvTt5CA3BRlN,0C9VR22TyCwtWLLxJD84yX
3 Days,4:26,Woman,Rhye,2AcUPzkVWo81vumdzeLLRN,3kSUJ193A42dfs82PmOUP0
She's Hearing Voices,3:49,Silent Alarm,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,0urhQCsjpczjC8zbTMtd8t
Warrior's Dance,5:22,Invaders Must Die (Special Edition),The Prodigy,4k1ELeJKT1ISyDv8JivPpB,4uCcLQYMdb5dBZcIQ1FhKq
Slow Down,4:75,Pacific Standard Time,Poolside,5szdY7KaSi7epwyffrbV8c,0H8umic35SHzLg26lL1ld9
Ms. Ho,1:95,Chinoiseries pt 2,Onra,2sAlo7Fey5cqBk5WJILSd8,74ZSI0MFZgtgBn3SL7JyZO
Duet,3:1,A Sufi And A Killer,Gonjasufi,6pdYN3jOHWteVALy9sKGEf,3FfW96Pt3UxQlchDVhkaFi
Slippin,4:54,Quadron,Quadron,3GhVFlFT3pagjVkslQPqoJ,5vtu0JY9LDxsJ7ynDSsTQJ
Sound Is Vibration,3:95,Overcast!,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,0vj48avsbiU6Q2WfNPVNj6
Scale It Back - Radio Edit,3:67,Reconstructed : The Best Of DJ Shadow (Deluxe Edition),"DJ Shadow, Little Dragon",5CE2IfdYZEQGIDsfiRm8SI,5XrVKHz3mbghaTBzSK2EgA
State Line,2:87,The Dip,The Dip,2qFOYqFxPaIwEnffVhJhEn,34GiVp9W9v6GjsWLkBp0HS
Don't Know What's Normal,4:51,Don't Know What's Normal,Shintaro Sakamoto,4U7i0wRZh9IIHbjuECMyIq,5PA8t4jlj50xFU3i726YA1
Misfit Love,5:66,Era Vulgaris,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,64SL0QEXxulD2QgwJmJbUL
3's & 7's,3:57,Era Vulgaris,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,64SL0QEXxulD2QgwJmJbUL
In The Fade/Feel Good Hit Of The Summer (Reprise),4:42,Rated R - Deluxe Edition,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,4aHGoMJUqP9t5IkUDmpN8f
Anemone,5:57,Their Satanic Majesties' Second Request,The Brian Jonestown Massacre,30uiS1n3uIGXJEYFR1GVDy,2sizhgZSAc0TPMnesCTUlO
Clint Eastwood,3:73,Traveler,Trey Anastasio,3Felk6Y6jjU00yE1XTOqKZ,2CoYTcPG1JrPGBH5VNYgE9
Drawn,5:56,Drawn,"De La Soul, Little Dragon",1Z8ODXyhEBi3WynYw0Rya6,0OnnuzE5ZPfnRQpZsvrFMC
Leap Of Faith,3:1,God First,"Mr Jukes, De La Soul, Horace Andy",1y71H4hNtnHG7LeU1Y47FO,0eCjIr8lbky7Q2u1Mmd5GT
Pyrite Blue,4:59,The Chants,"J-E-T-S, JIMMY EDGAR, Machinedrum, Jesse Boykins III",3pOnPfJ9MReuu20YnLFRej,3Fd3cMST7377wdC9iH9EnP
Freshies,2:72,12,Keller Williams,5de5W8sgXIMq9dgMR0Wml0,2OGfjnynIKfev7QALjyYJN
Life of the Party,5:08,Life of the Party EP,Ghostland Observatory,2waNUwuthEgcBTFvYo26vo,2g3HAmrnjb9Qlt89YGbUyQ
Hallucinate a Solution (feat. Neal Casal),20:54,Interludes For The Dead (feat. Neal Casal),"Circles Around The Sun, Neal Casal",4Aixcj6XBhqbdEHDKS7QcH,2BsLSSEQrjxOBCdNLyqzfh
Waves,6:5,Primitives,Bayonne,6BbqU3r1G2mwkRIfIbkCek,7GOmGK3kRlvu1PEDiu8Kjg
Sagaba,4:3,Blue Scholars,Blue Scholars,1SlPJ2l80sMnCHpz1wB8nT,2epVE7UZnRSaCIJb0mjIPM
I'm Not Ready,4:09,Love Slacker,Yeek,5BhFZpE8kUGZJiKOsYjLQM,2UhSfdDHLBBbWK4ifose0x
Happy Hours,2:63,Moka,L'Indécis,5p1ichthTka1KT0iUvrlIu,0C044imh33eKLlfah1z9pb
Breeze,2:2,Chillhop Raw Cuts,"The Deli, Various Artists",1EJzWKVDeysgbyuZGfEFde,6yMSXq5g5RcWyCfFiD4cKG
Saving a Life,2:65,Sonata De Grillo,Richard Houghten,1CsZ0ihKPWBDUERlQt8ekr,2QyYTNVeZVPRn4z8Yein1k
Cosmic Love,3:18,Man About Town,Mayer Hawthorne,4d53BMrRlQkrQMz5d59f2O,5MBHKaOoI0GPDg9moUCZor
Nugget,3:97,Fashion Nugget,CAKE,6A43Djmhbe9100UwnI7epV,6kPOXxCYCdXBzEbb9dqE90
"Styrofoam Boots/It's All Nice on Ice, Alright",6:89,The Lonesome Crowded West,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,5N8dllc5sLTt8DLrxeEU4K
The Mollusk,2:62,The Mollusk,Ween,3u1ulLq00Y3bfmq9FfjsPu,1yfJqxKKXG320vhqLfUEeC
Lysergic Bliss,4:07,Satanic Panic In The Attic,of Montreal,5xeBMeW0YzWIXSVzAxhM8O,2dCCumiY8gQx1ekPHigIJ9
Cool Your Heart,3:82,Dirty Projectors,"Dirty Projectors, Dawn Richard",5VF0YkVLeVD4ytyiyVSIiF,6HA2YKWabsGi6XWkhWoZuA
The Distance,2:99,Fashion Nugget,CAKE,6A43Djmhbe9100UwnI7epV,57lJNxlrPSin9SySEnerNb
This Ain't A Surfin' Movie,4:88,Menos El Oso,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,3ZJ1AdjAip2Lf0dHwpQui2
Missed the Boat,4:41,We Were Dead Before The Ship Even Sank,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,2lXBCL76UL5PCPbfAqKBkz
Tear It Down,4:34,Hot Thoughts,Spoon,0K1q0nXQ8is36PzOKAMbNe,25Z3GFmKx6ntosMpCSngnI
Harpoon Fever (Queequeg's Playhouse),3:33,Rabbit Habits,Man Man,0zprAu7NrzRehc0Q0Jc7mL,4wRcigp8JCzWCvdx12hLtK
Campus,2:94,Vampire Weekend,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,7JcfNKXoHSaog85a1hd4lx
No Destruction,4:94,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,55LHFEtIplWhsfyWZUwkf4,1iQNqvcWTFwfUYnsGgMYBw
Broke,3:32,Building Nothing out of Something,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,47cc2w9XHvUvO7iqvMIFry
my fair lady,4:42,Innocence Reaches,of Montreal,5xeBMeW0YzWIXSVzAxhM8O,0UmU9BNIVodKSXeHumiP2Q
No Intention,4:29,Bitte Orca,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,7wAVY3C4YLszpb62Cnl4dc
Trailer Trash,5:83,The Lonesome Crowded West,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,5N8dllc5sLTt8DLrxeEU4K
White Mystery,4:66,Planet of Ice (Deluxe Edition),Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,7Moh3cRyQd7QacINkIAU1U
Up In Hudson,7:51,Dirty Projectors,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,6HA2YKWabsGi6XWkhWoZuA
Dogs,17:09,Animals,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,3b4E89rxzZQ9zkhgKpj8N4
Learning to Fly,4:87,A Momentary Lapse of Reason,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,4xODvcpjOOgu4oKWL0sCte
Marooned,5:51,The Division Bell,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,5F0IQXuHfTV7SBvZVnXERl
Comfortably Numb,6:37,The Wall,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,5Dbax7G8SWrP9xyzkOvy2F
"Another Brick in the Wall, Pt. 2",3:98,The Wall,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,5Dbax7G8SWrP9xyzkOvy2F
Wish You Were Here,5:58,Wish You Were Here,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,0bCAjiUamIFqKJsekOYuRw
Shine On You Crazy Diamond (Pts. 1-5),13:52,Wish You Were Here,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,0bCAjiUamIFqKJsekOYuRw
My Belly,2:42,My Belly,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,58pPT9ibiHHkiK5m8T3zBn
Show You the Way,3:58,Drunk,"Thundercat, Michael McDonald, Kenny Loggins",4frXpPxQQZwbCu3eTGnZEw,4anxEzh8xEKSPXKHGWiFue
WEIGHT OFF,2:6,99.9%,"KAYTRANADA, BADBADNOTGOOD",6qgnBH6iDM91ipVXv28OMu,1dZZh7PvVgce1DDsDPzy8Z
Fall in Love,4:2,Digging the Blogosphere,BADBADNOTGOOD,65dGLGjkw3UbddUg2GKQoZ,4kmaiZUCt3HFQWLM7J7kds
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4:26,Flower Boy,"Tyler, The Creator, Frank Ocean, Steve Lacy",4V8LLVI7PbaPR0K2TGSxFF,2nkto6YNI4rUYTLqEwWJ3o
Stop the Dams,5:65,D-Sides,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0pdYY0CHFRVFLBZEPEKTMZ
Spitting out the Demons,5:18,D-Sides,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0pdYY0CHFRVFLBZEPEKTMZ
So Fine,4:0,The Other Day,Pomo,6YtlR8MLfO6azxwOKAvEi3,1m20IgKUICY4cmLMBFdtxX
Separator,5:32,The King Of Limbs,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,1DBkJIEoeHrTX4WCBQGcCi
A Tune for Jack,6:76,Lemon Jelly.ky,Lemon Jelly,5uh8Bhewltd8j0TLZjNImc,4yXHe9sqDblvsKkAKBWts1
Springful,5:21,Gist Is,Adult Jazz,5as7SW1R7ACUdkVtmcG7TG,5Bbr9gct1DdKmpXsZaIptX
The Force,3:7,Crush,Lettuce,1fZXjUQEkVbB0TvZX4qFR8,5m892AKuDkEx0xZDdqNHSW
Had Ten Dollaz,4:2,Had Ten Dollaz,Cherry Glazerr,3pIGm1omCcHIb1juBNHspg,4ryYM4aFvHHFus44Mg6n2X
Farewell Spaceman,6:59,The Music Scene,Blockhead,7bHm3B3jJju0q9FUdOgp3b,4i0QEXwMps7KIuVq5PBckJ
Alberto Balsalm,5:18,...I Care Because You Do,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,0VG7XLJ8gSynEQDVnpHNNU
It Is What It Is,5:12,Cupid Deluxe,Blood Orange,6LEeAFiJF8OuPx747e1wxR,1bsLkHcWAGUao6Z1dHOEIB
Prelude/Kiara/Ten Tigers - Live,8:16,The North Borders Tour. — Live.,Bonobo,0cmWgDlu9CwTgxPhf403hb,5UXaJ1GCotZyz6b8ucOJD1
Daffodils (feat. Kevin Parker),4:97,Uptown Special,"Mark Ronson, Kevin Parker",3hv9jJF3adDNsBSIQDqcjp,3vLaOYCNCzngDf8QdBg2V1
As I Lay Dying,3:88,F10RIDA,Diplo,5fMUXHkw8R8eOP2RNVYEZX,4GqxSX8XBO10J8o4FomkBK
Ra Rise,3:8,Golden Skies,Mono/Poly,0rKc6ImQCM6pmYrQj5zcra,160VSZG2Uo0W2jtXbtOeG8
Summertime,4:32,Summertime '06,Vince Staples,68kEuyFKyqrdQQLLsmiatm,4Csoz10NhNJOrCTUoPBdUD
Lovely,1:59,Wet Glass,Milk Flud,2eEdnVmeOyItecJdIpvUuN,0sa99WhfaFko4zPn6bJY9M
Your Party,4:14,La Cucaracha,Ween,3u1ulLq00Y3bfmq9FfjsPu,1wJkQn8tvS9VZrlsluwz17
September 22nd,2:76,Four Walls and an Amplifier,Brock Berrigan,39sPWwRyNp4NNMyWzN7I0o,4muoD957HsInUreETMTfDa
Hot Dreams - Absolutely Free Dub Mix,5:06,Hot Dreams (Remixes),Timber Timbre,7HeVXdOdMhLslVputGTZFQ,6B0JMmcKDBveiE2OfFwyjp
Blue In Green,3:35,Stories From The Brass Section,Anti Lilly & Phoniks,71MaDLIywcEKpXNGCnUlBe,0rmatVtakgyBlagEsfR8mi
Whispered Words (Pretty Lies),4:1,Keep It Hid,Dan Auerbach,6YWdHD3R863Apw1hkx3BwC,1aS3ouxrqC2xAjR5LJku6M
Jezebel,3:58,Blood from a Stone,Eric Krasno,6tQIsqw6DrDfdoPwOrOD6k,2OMMQdI71h7sWqkhis2ZkT
Regular Pussy,3:8,The Great Unknown,Favored Nations,2kwaccOo07oL6joEC5Kc2X,5T11E2zw3wJzm00aQjFsmh
Love Vigilantes,3:45,Around The Well,Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,4sgupIgP8AaivCBO5gXA2g
Find Yourself,5:36,Sampler,Lukas Nelson and Promise of the Real,5iXYJYmMcjlTFL1qA8UfgY,3wrKQ2vHEYmDM0v5uz0Zcp
1969,4:09,The Stooges,The Stooges,4BFMTELQyWJU1SwqcXMBm3,3MANoCcmaHWeXSuWiO3iVo
Communion Cups And Someone's Coat,2:05,Around The Well,Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,4sgupIgP8AaivCBO5gXA2g
This Must Be The Place,3:54,Sing Into My Mouth,"Iron & Wine, Ben Bridwell",4M5nCE77Qaxayuhp3fVn4V,7HXvXyk3wOhwLX3RM7ewGc
Damn Rooster,3:73,The Carrier,Dirtwire,0hc2qwaU2xy7LUd0FRjcHK,2P6Q0dLZQQ30fYzuOAnHtv
Touch,2:4,Touch,Exmag,3ubv8WIA649ar6dwEH6ATm,6vp9eWHUW7wbVdJ6ErQVg9
Vision Fiberoptics,5:68,Pushing Through the Pavement,"The Polish Ambassador, Sean Haefeli",2dI9IuajQnLR5dLxHjTTqU,2oc6OdAr3hHY3yd2eMNeBe
Name For You,3:16,Heartworms,The Shins,4LG4Bs1Gadht7TCrMytQUO,51q9Mkz5BVwTRYsMlLASVZ
Should Have Known Better,5:13,Carrie & Lowell,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,0U8DeqqKDgIhIiWOdqiQXE
22 (OVER S∞∞N),2:8,"22, A Million",Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,1PgfRdl3lPyACfUGH4pquG
Bitter Truth,3:05,Beast Epic,Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,2Ha1FUPZ0RDMjLZFu1iVO1
Boy With a Coin,4:09,The Shepherd's Dog,Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,6r3zqNcZez592ryTIWUWce
Walking On A Dream,3:31,Walking On A Dream,Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,04gYcIojJt78nYnN5oOrKt
September,3:58,"The Essential Earth, Wind & Fire","Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,75CDFLAqMl6VgmPJtaTHmg
Time Moves Slowly (feat. Samuel T. Herring),4:56,IV,"BADBADNOTGOOD, Samuel T. Herring",65dGLGjkw3UbddUg2GKQoZ,6uqcZu1it9k6zz3UVKZzPo
Go With It,4:39,Half Shadows,"TOKiMONSTA, MNDR",3VwKSHAfgzV1DOHV0aANCI,1jvY3JDZfN7n1mEJqkkApU
Fineshrine,3:5,Shrines,Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,7ppypgQppMf3mkRbZxYIFM
Drunk Walk,3:14,Come To Life,Eliot Lipp,2E2bPcE2HtOgwvNbHu7mOk,12qBIGzQgrG6IfcdfEjbGT
Church,5:9,Coolin' Off,Galactic,4rMUtWPGbE6waga7PQO0oQ,0xkOcQLjAB9PIEDrGbl4OI
Atticus Cobain,3:81,"America, Location 12",DISPATCH,6v4jPZO3UIDNJIgdxRxtr9,2GkDG2SbBX4lewmepYLAYV
Not Old Yet,3:19,Tangle Of Time,ALO,65c0gzsw9JsPUxm09QPjQj,0P6RatEaWk3I9BeULb9ZtZ
"Girl, I Wanna Lay You Down",3:65,Fly Between Falls,"ALO, Jack Johnson",65c0gzsw9JsPUxm09QPjQj,47lAeKoWzclImggHm7w2CW
So Easy,4:16,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Eple,3:64,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Sparks,5:41,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
In Space,3:52,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Poor Leno,3:96,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
A Higher Place,4:52,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Röyksopp's Night Out,8:17,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Remind Me - Radio Edit,3:61,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
She's So,5:39,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
40 Years Back \ Come,4:76,Melody AM,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1WHbPhjPCBhjo49DpKvYbL
Blad,3:15,Brownswood Electric,letherette,1fQDzf4lnUF4DYngrLJH0m,0bayLT1lkl359oXIointgT
Linger,2:04,In Evergreen,"Rhoda, Lion Detective Club",3WJm3V66gZQu1jdr63fWkO,7sYYunoqsAQg4VY81YnQIE
You're Real,2:85,In Evergreen,"Rhoda, Lion Detective Club",3WJm3V66gZQu1jdr63fWkO,7sYYunoqsAQg4VY81YnQIE
Dope Vhs Master,5:24,Fame & Fortune,Desmond Cheese,4fpbUiU0gUoOO2S3JGRbXA,0prqzCzab2L2RYuoGDg7W0
Bisou Magique,4:15,Melody's Echo Chamber,Melody's Echo Chamber,1S0vL284jxZYKtZQ2jsQ2X,2FKVlcqyS9nzKEHrOzbuwb
Paint Me Silver,3:75,The Weather,Pond,4skJp5OKvcc9eKokiuhi2s,6mJzDUnWBd0m2QI0z4xIRa
Dashboard,4:1,We Were Dead Before The Ship Even Sank,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,2lXBCL76UL5PCPbfAqKBkz
Evermore,4:66,Last Place,Grandaddy,3W4xM5XYtUp4ifYYPVKVdk,7B5nBX1PoAs8HBsZqrBnzT
Sunday,4:86,A Thousand Leaves,Sonic Youth,5UqTO8smerMvxHYA5xsXb6,2SDi8NTSiq6qQ2WTkrp9X4
Gravity Rides Everything,4:33,The Moon & Antarctica,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,7qrnIySCks1I20KdsXxBxc
My Only Swerving,5:24,El Ten Eleven,El Ten Eleven,0d1j4VJ7gzAJaDslzmjTF0,6bv070I2PgzwGLgYGBxaJW
Lady Don't Tek No,3:62,"Now Look What You've Done, Lyrics Born! Greatest Hits",Latyrx,23hdcMBvWnhwTIWRKLLEvo,3CuUL8JwdsINNFxuZw9Y7b
The Love,3:57,"The Gettin' Off Stage, Step 1",People Under The Stairs,0av074qUwLn5eyzwqoq3xh,6AJwhcSFGmo12nBz3nFFqq
Souvenir,3:76,So The Flies Don't Come,"Milo, Hemlock Ernst",0J6PhnVD21GSFoJ9HoadLH,0GiFdp9218X51aFLVbTJNF
Talk 2 Me (feat. Kerry Roy),2:89,Pink Label,"Psymun, Kerry Roy",5gVgcz9X3QcrcrrDXR56NP,0W6C19Yqfd0lnoob2FcrP7
Missed,2:56,Missed,Greyhat,3g4FWn182WLlsArkvQFIIq,66AvtJOAbg0JPc4UTsfETl
She Knows,4:56,Low Light,Sean Hayes,478LE6WL6BARBaLU2NHefl,3DBTZpEdBcvaYEhSL0IUkp
You,3:61,Lucky Shiner,Gold Panda,6xS3zemJD9h94iueQvGqVk,3yd1Qh9Pel0UHhEutWGT2N
The Bulldog,3:07,The Bulldog,Lil Skate,3nrcM9gaRDpXvGYBxuhxl6,3HIV2UOXcao1UrJKAEgAcb
Avril 14th,2:09,Drukqs,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,1maoQPAmw44bbkNOxKlwsx
Candles,2:48,Monsters (Original Motion Picture Soundtrack),Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,4xj5LGumbT2M7wq25RLNjl
Reckoner,4:84,In Rainbows,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,7eyQXxuf2nGj9d2367Gi5f
Submission (feat. Danny Brown & Kelela),3:36,Humanz (Deluxe),"Gorillaz, Danny Brown, Kelela",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE
Someone Great,6:5,Sound of Silver,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,1R8kkopLT4IAxzMMkjic6X
Some Kind of Nature (feat. Lou Reed),3:0,Plastic Beach,"Gorillaz, Lou Reed",3AA28KZvwAUcZuOKwyblJQ,2dIGnmEIy1WZIcZCFSj6i8
Empire Ants (feat. Little Dragon),4:73,Plastic Beach,"Gorillaz, Little Dragon",3AA28KZvwAUcZuOKwyblJQ,2dIGnmEIy1WZIcZCFSj6i8
Lost In Thought,6:28,Opalescent,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,7wPJ4V3ueggJxvaYscV9Ou
Not Going Back To The Harbour - Dauwd Remix,4:23,Low Tide,"Lanterns on the Lake, Dauwd Muhammad",7sx3r4lMo079vO7lIi0fng,5fgdzuVFij8Qw6xa7aeJSY
The Wider Sun,2:58,Insides,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,16gfYKNFry5wld2HwIMiVQ
Nomind,2:11,Metronom,FloFilz,39ZQx0618UYVBgGTDOJ2ds,4JXLXIBjEASDFjf54atxPO
Grind (Lex),3:9,"Bang, Vol. 3",Mr. Carmack,4OHaWpWPKDcZgOOUn9elFn,42ETeXDxVIIx780W8v32dD
When The Tequila Runs Out,4:75,We're All Gonna Die,Dawes,0CDUUM6KNRvgBFYIbWxJwV,6bSJPJU1SRxm9RQ4Ox5sRe
Young and Dumb,3:53,Recreational Love,the bird and the bee,65XA3lk0aG9XejO8y37jjD,2RS3wQn6IDEcsT7qZwr0Cc
Counterfeit,3:6,Counterfeit,Spree Wilson,266duGfkKTRERSBoGDOgDy,40FEBKHuLtVrh8s06x3fek
Runnin' - Philippians RMX,5:52,Labcabincalifornia - Deluxe Edition,The Pharcyde,7yk35uHNQclPXFGFoTU44w,05Qg48LlYGKYdeXrNGg00g
Dunes,4:3,Sound & Color,Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,03nQNGFi3dIxg6ghNbtVWW
Sunny,2:91,The Sunny Album (Deluxe Edition),Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,2VmLk5bAd5QjLtX7cHm594
You Will Return,3:98,Magnetica,"Quantic, Alice Russell",5ZMwoAjeDtLJ0XRwRTgaK8,7EY521c70v1bR9q0x6YymH
Give Your Love,2:0,Sleep Cycles,Neat Beats,5cCVjEZOzc9HfsjUGCVMd2,4bRN2i3QxUboIetzUwxKt1
Fine Corinthian Leather,6:08,Baboon Strength,Charlie Hunter,0si9BxvM2C33fAIkr1pgUc,76mS9MKoMOpHVWMODDaFSf
Digging Holes,4:16,Mexico,Icarus Himself,4KTcOig7tLcB9mBqfeD6Si,45Vo8fWnEVU1SwzWekdlfR
Something from Outer Space,6:04,She Makes Me Feel EP,Vibe Street,56wQ7KtIyMDpBLHSbh7BjN,7rWIwG5Q9YZmjhhVXh6vQ2
January Tape Part 3,9:5,January Tape,Cut Copy,4EENT7N7rCBwrddM3s0vFS,0f7CqIT36mQM4JCHdeQlAy
Old 45's,3:8,White Women,Chromeo,2mV8aJphiSHYJf43DxL7Gt,1rqJZhedmCFNbaoTRQz9Zj
Mt. Wolf - Life Size Ghosts - Catching Flies Remix,4:24,The Stars,Catching Flies,4zAOqBfNLyWFvj1e3yvypJ,5y49EGdx13n25ZqoOwVpSC
Sweet Dreamz,2:39,LucidDreamingSkylines,"Psymun, K.Raydio",5gVgcz9X3QcrcrrDXR56NP,1Grs2MXKOrWNMfE1XHVwB2
Never Ever - Edit,3:57,Never Ever (Edit),"Röyksopp, Susanne Sundfør",5nPOO9iTcrs9k6yFffPxjH,6M6PEDCyaNDmobBD2Hqf7C
Reefs,1:93,Corals,Fujitsu,2a42gzUH51UAvwcfy0N6JT,4W3qvCCXk4D0m81IeAABxo
Roses,1:59,For Her,wüsh,4UpdjtYWiLUuaFT18TefcK,4O4tlQX1aDjudqgHFBaRqS
The Warning,4:86,The Warning,Hot Chip,37uLId6Z5ZXCx19vuruvv5,25wuY7cXE8zjFnJRiU1ehS
Dots,3:1,Beats That Collected Dust Vol. 2,DJ Premier,6GEykX11lQqp92UVOQQCC7,6VDSvx3Z6cfz6GXkFBNYLX
The Quiet Things That No One Ever Knows,4:03,Deja Entendu,Brand New,168dgYui7ExaU612eooDF1,6vDiMhyfSnTn18OY99BSQX
Crystal Baller,4:26,Out of the Vein,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,5Z1mU7iT0rfX9o9qzM1zYf
Black Dog - Remaster,4:92,Led Zeppelin IV (Deluxe Edition),Led Zeppelin,36QJpDe2go2KgaRleHCDTp,44Ig8dzqOkvkGDzaUof9lK
Batu,4:24,Batu,Jason Nolan,0VIT9dtNSoaeDy32J1PnRj,0pAjvXUMcurACdQnDMSqWR
The Next Afternoon,2:86,Reality EP,Mr. Carmack,4OHaWpWPKDcZgOOUn9elFn,2cqcTjMmZ7fvy7zEyVgNHk
Can't Do Without You,3:94,Our Love,Caribou,4aEnNH9PuU1HF3TsZTru54,5r4nz5LZHeGUcZCrWbfWkx
Aminals,3:31,Cerulean,Baths,5zS8r5hRRk1jzD41yYS1NO,66Pk1ZQyHpMjF2Fm7qjqQY
Concept 1,5:13,Still Life,Kodomo,57BliIwnAIqKeI4dbAWwaU,7wwHgF0T6VcyxF4JkVU3eM
Reach For The Dead,4:79,Tomorrow's Harvest,Boards of Canada,2VAvhf61GgLYmC6C8anyX1,159ORixBSSemxiualv1Woj
Fahrenheit Fair Enough,6:67,Fahrenheit Fair Enough,Telefon Tel Aviv,53N4oJpWtmnB0KGLLserGC,5OnTABNHitszrtiIE3zGoZ
Drifting,3:31,Swimming Pool Summer,Capital Cities,4gwpcMTbLWtBUlOijbVpuu,0dMzB2O5MYe7Utn1qaGXY9
Breathing Underwater,5:74,Choose Your Weapon,Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y,3qzmmmRmVBiOuMvrerfW4z
Bees,5:39,The Milk of Human Kindness,Caribou,4aEnNH9PuU1HF3TsZTru54,6DrIyhtCOAFTEY4dB2mKl9
Paris,3:4,Nabuma Rubberband,Little Dragon,6Tyzp9KzpiZ04DABQoedps,7cRFJj0IQqDZZ3Gm03aGbb
Trainwreck,3:3,and the Anonymous Nobody...,De La Soul,1Z8ODXyhEBi3WynYw0Rya6,280hvW88mUFN9tUQOMCLLZ
Sexy Bitch,1:52,and the Anonymous Nobody...,De La Soul,1Z8ODXyhEBi3WynYw0Rya6,280hvW88mUFN9tUQOMCLLZ
Greyhounds,5:44,and the Anonymous Nobody...,"De La Soul, USHER",1Z8ODXyhEBi3WynYw0Rya6,280hvW88mUFN9tUQOMCLLZ
Snoopies,4:25,and the Anonymous Nobody...,"De La Soul, David Byrne",1Z8ODXyhEBi3WynYw0Rya6,280hvW88mUFN9tUQOMCLLZ
It's That Talk Again,4:02,It's That Talk Again,Broken Bells,6dgwEwnK0YtDfS9XhRwBTG,7JI8FoL3XNiXp0lRdFGCta
