Song Name,Duration,Album,Artists,Artist_id,Album_id
Slow Country,3:62,Gorillaz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0YvYmLBFFwYxgI4U9KKgUm
Sound of the Sea,5:42,Set in Stone,Stick Figure,5SXEylV07TC57eanSxxg4R,28S63tpbApp3AhWZZYN6l9
Amber,3:52,Greatest Hits '93 - '03,311,41Q0HrwWBtuUkJc7C1Rp6K,0OsjlbBaSZFbZnXGAUysMG
Dabbington,2:53,Meanwhile...Back at the Lab,Slightly Stoopid,6MxlVTY6PmY8Nyn16fvxtb,0EI8YjnyrsrQPNKIDfCY2n
Submersible,4:45,Submersible,Passafire,3Il8w8T0de4sdogo2EQEVJ,0lhfaCJpCH0G65ikTow8cu
Mercy,3:53,Midnight Landing,10 Ft. Ganja Plant,0lsuCH8qG9UM8BihdL1Vsc,5TOY8S7QrWWoyem6gUXNIu
Fortress,4:17,Summer in Abaddon,Pinback,4ZWvN9FEfdTea1SEHjpTNi,3XLn9BkDkwq4icsUye2Krp
Penelope,4:78,Blue Screen Life,Pinback,4ZWvN9FEfdTea1SEHjpTNi,0RSUOK3VQn1HR4Vb0lMWFD
Underworld,3:45,The Night Took Us in Like Family,"L'Orange, Jeremiah Jae",5kJsAiwFWEaNRPwvtkjnXz,38G9JqlztibTL7CtMyHpGp
Born Too Late,4:69,Warm Blanket,Dent May,34me8hAxavRmcDIwhxa3b7,2pRuWA3pVNYuDVrF0FdsSQ
La Edad del Futuro,5:03,Glue Trip,Glue Trip,6b13SQkJSBYJxUoG8TaDcY,77vBVSbov2E7xVdvsiZqYf
This Beat,4:84,Mushroom Jazz 6 (Unmixed Online Version),The Jazzual Suspects,7KH5fBS44kdTebdgzspYtJ,0UAzybip8EgY8rU6r15Sdd
Down In Flames,4:16,Altitude & Oxygen,Cleopold,2BeARYDF52QQk5S2zgiVHe,5QQfGx4oU9tfAkTe3QKWtU
Get Along (feat. Anderson .Paak & Blu),4:39,Sunrain,"Elements of Music, Anderson .Paak, Blu",0YKyQPlIlmXOPswGmzMesw,6vw8dbzcZ0a4btA4lGBLCL
Espoir,4:04,Romance,Darius,5vfEaoOBcK0Lzr07WN8KaK,4ipvRPuGyE1Y1XvG904i3t
Now You Know My Name,4:33,The Derevolutions,The Derevolutions,5AztyG5JSIPM9UozcKMlBq,77UXk3f1qOysFaTvBoFh8n
Suede,2:91,Yes Lawd!,NxWorries,6PEMFpe3PTOksdV4ZXUpbE,7v4ntSy3suhIs5Vy96GXVZ
Dream,4:66,Dream,Autograf,0FVj4JuzTyudaXAwfqDQ20,024Y1wPNxGBJBkpbNlPUny
Exclamation Point,3:2,The Second Album,"Latyrx, Forrest Day",23hdcMBvWnhwTIWRKLLEvo,5tQohahCNnHAqTCjGCdbpK
Tennessee Love,4:9,Love Story,Yelawolf,68DWke2VjdDmA75aJX5C57,4mugszxpE45gV3mObOBlpN
Staring at the Ceiling (feat. James Petralli),3:59,Echo Hotel,"The Echocentrics, Adrian Quesada, James Petralli",5w06LBuqP0OwZ1USZ2oKkS,2kKUYzb7eOaYvo3d9TrsRj
Strictly Bongo,5:37,The Everlasting Blink,Bent,59xljcfdN2Z9VX2U5RFKEa,1lpp7JuzRfRx66HDQOOsOm
La Californie,2:93,La Beat Tape,Souleance,0HGVduSq54fO1fazKRZnaD,78QxpVLxXgG7rvYQUXDOfe
"Oh, Loretta!",4:49,"Oh, Loretta!",Sex on Toast,7w6CFgYRRBheH4QOpa7xzI,53svbquW0UhEwPQ5TBUTbP
Water No Get Enemy - Edit,9:86,Best of The Black President,Fela Kuti,5CG9X521RDFWCuAhlo6QoR,7325GfKum2hDK231i3LqA7
Laura Corporeal,5:06,Abysma,Geotic,30wki8WYREGLQPm623vzkZ,4EJX0zVSDXQaeQHL21ekHv
Cocaine Model,4:25,The Nightday,ZHU,28j8lBWDdDSHSSt5oPlsX2,62e42RyXywke5INCA3VRGJ
Mistadobalina,4:23,I Wish My Brother George Was Here,Del The Funky Homosapien,0YsLR3SQd5QTXAhGIGX7cl,0AK7woKmcPwiCyv3SDiKor
The Mulatto (Afrodite),3:14,Neopolitan (Deluxe Edtion),Dorsh,4k5IxJ3I9INvSLgRI1qs5r,7F6i8po6NDoB3T8eBzRoni
Lazy Soul,4:48,Drum EP 2,Mux Mool,5ExPH13WUhdGVNnMq6RLCr,698pye6Aee6078VatdQo9Q
Echoplex (feat. Mai),4:43,Illumination,"Miami Horror, MAI",0Z5pcmXDCKTrFWLnDChC37,1Nb8xRzI4OVThbG3ewobwY
Jungle,5:26,Notion - EP,Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf,6Q8uLEsBvhdeD96eOOJkN0
Not In Love - Radio Version,3:78,(II),"Crystal Castles, Robert Smith",7K3zpFXBvPcvzhj7zlGJdO,37TeO5usN4vsGSfpg4dPNA
Where the Sky Hangs,3:85,Kindred,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,5vHUSuZ5xizxS3zfr3SKkq
Time,5:18,55,The Knocks,2x7EATekOPhFGRx3syMGEC,66eHI59X5UEaLrEqrEDKTx
I'm So Confused,3:99,Give It Up - EP,Goldensuns,00qD0cbhihCnqMboaFKhUt,4xJOUZJM1gSlggCev2ZbKk
She's My Collar (feat. Kali Uchis),3:49,Humanz (Deluxe),"Gorillaz, Kali Uchis",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE
Stay Close,2:83,Stay Close - Single,Anth M,1GcXLK5Wtk6WGYJBAcBVfM,1IHm6yQV0BWOvCw9RrABbo
Maxxxin,1:6,High Maintenance: Original Music (Season 1),Chris Bear,0do9UA8mgexUfGJiVTSmiv,04lzRvq2MISPHUiMjoxjag
Gap in the Clouds,4:67,Harmless Melodies EP,Yellow Days,3dv4Q4q3LWOnbLJnC6GgTY,3ZaWSjcSbBbWx73r4OPJje
Brighter,4:68,Bloom,RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,396Y1EKWxeJt2Yh3Da1for
I Can’t Cope,3:74,Are You Curious?,The Leers,1LJJixL3abS4vQSSVkZiLi,0dhxHvTvWEAYlBOfUVbJaF
Wood,5:71,Wood,Rostam,04XggbrM51GcFPTxBYtRXT,5IACWl3TK3qkZjLGFPNyn4
Mr Magic (Through The Smoke),3:93,Frank (US e-Version),Amy Winehouse,6Q192DXotxtaysaqNPy5yR,5WkNPVYW7QyUmNqW5yiodh
Oh My,3:31,Don't Read This. You Will Be Kissed...,"Camino 84, Sidney Gish",3Uh8KOFBq5HzXJS0jvJUW4,5n7O0agW0mlaKM85e6FXlS
Lotus Blossom,4:33,One Bad Habit,Michael Franks,0AVE7rDx4X9w0pW1XlN1om,5lBgxJGEkFVW8YyAHF8yn7
Get Your Shit Together,3:83,Pillowfight (Deluxe),Pillow Fight,0toREGNN6rDZZoxVYQUAs0,0klEhuqBKkaIIjmmmCK6bF
White Lies - The Tailors Remix,4:38,White Lies Remixes,Max Frost,7r8xR0LmnaAM623MmRDn1V,69xoXzPHmsIiAqH7XOGZpG
Boys Life,5:04,Best Blues,Small Black,1J6xqDysFw6YiQ0vMvIKds,6qSL3uKJ4x10OxoFpjgLQ5
Pigs (Three Different Ones),11:43,Animals,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,3b4E89rxzZQ9zkhgKpj8N4
Left Hand Suzuki Method,3:21,Gorillaz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0YvYmLBFFwYxgI4U9KKgUm
Barnacles,5:09,Sharpen Your Teeth (Bonus Track Version),Ugly Casanova,6LAwiATl5lQ3Uwh3llJpJI,2OjkccSNDvlu24qZEVfRCD
These Walls,5:02,To Pimp A Butterfly,"Kendrick Lamar, Bilal, Anna Wise, Thundercat",2YZyLoL8N0Wb9xBt1NhZWg,7ycBtnsMtyVbbwTfJwRjSP
Into The Ocean,4:0,Foiled,Blue October,1TJbmc7jTpw78GKCiMpvDh,6t6aBQ1OKqyK9c1nPJEWeX
Saturdays,3:63,Bright Like Neon Love,Cut Copy,4EENT7N7rCBwrddM3s0vFS,1rSouiIqjxYWVfZdWdNrHi
Feel The Love,4:46,In Ghost Colours,Cut Copy,4EENT7N7rCBwrddM3s0vFS,6k3dwEFYKsGrhS40jtiAGt
Excursions,3:91,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Rap Promoter,2:22,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Butter,3:65,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Verses from the Abstract (feat. Vinia Mojica & Ron Carter),3:98,The Low End Theory,"A Tribe Called Quest, Vinia Mojica, Ron Carter",09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
"Show Business (feat. Diamond D, Lord Jamar & Sadat X)",3:89,The Low End Theory,"A Tribe Called Quest, Diamond D, Lord Jamar, Sadat X",09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Vibes and Stuff,4:3,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Infamous Date Rape,2:89,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Everything Is Fair,2:97,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Jazz (We've Got),4:17,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Skypager,2:2,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
What?,2:48,The Low End Theory,A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",4:17,The Low End Theory,"A Tribe Called Quest, Busta Rhymes, Dinco D, Charlie Brown",09hVIj6vWgoCDtT03h8ZCa,1p12OAWwudgMqfMzjMvl2a
Nothing Thought,4:1,Sonnymoon,Sonnymoon,35xB3GprzH0JnRoVrCfiUS,3xgf5BnPWRtudGnyAJe3hN
Inspector Norse,6:99,It's Album Time,Todd Terje,49gaZqfow2v8EEQmjGyEIw,4pefQ21iSk8hdnxw3WSB5Y
Drive,4:8,Drive,Milo,7oDLqKNhDy6c3ab4eSvAuf,1rhRnfAtpxg6ICKJI8delx
Where Is My Other Half,3:58,Where Is My Other Half,Dead Horse Beats,0L2FsTbvoOWxuRcgSPDd7z,1XGRls4d0ViUG03SxINhkw
Asphalt Funk,4:65,Seeds,Tea Leaf Green,4n3xlLBs7G1x9tJDXFD4G4,1q1DNTEwDs3XLTvJ2LfSnz
Hostage,4:52,Close Eyes to Exit,Klangstof,25lIYhqIj0R1AnnmqsTrtO,6a8TyTnFnpvaanbZfR7tEL
A1,5:98,Darkside,DARKSIDE,2933wDUojoQmvqSdTAE5NB,6LoMZqhaHJtZUOczdAkN0p
Huggin & Kissin,4:43,Big Black Delta (Deluxe),Big Black Delta,2TXpVEw5FbzDh93tLoDm0i,0Hbr0SAgS82bmq9HDKkt5I
CPU,4:2,Vicious Lies and Dangerous Rumors,"Big Boi, Phantogram",2ht3wxeT69CzyKFChNnNAB,4V9YrWvgabusfZVyWkgkhH
Summer,4:48,Oracolo,Skinshape,1itM5tXaK5THggpXA7ovAe,3bxJayV6Df1njG1jUnIXfs
Go It Alone,4:15,Guero,Beck,3vbKDsSS70ZX9D2OcvbZmS,2EugWXUZjr78KJFqZavvZT
Apparition,3:65,…And The Battle Begun,Rx Bandits,47bGK00zHXcGlUWfrE0dvi,0bjJmoZgV7ijmlMwvF0Oij
Thrills,2:98,b-sides and rarities,CAKE,6A43Djmhbe9100UwnI7epV,69MkRYEzxiZ84QmgmPJqdY
Ruins,5:57,Portico Quartet,Portico Quartet,7sYipTRgDXS2JVOPEhRutx,019texP50KanUPgv0AqNob
Real Slow (L D R U Remix),4:47,Real Slow (Remixes),Miami Horror,0Z5pcmXDCKTrFWLnDChC37,1f7ctORquPgU8g7R2teLP8
Rebirth of Cool,4:99,Rebirth of Cool,DJ Cam Quartet,0DkOD427BCfr11yQVvfqU9,4Qs2QGM0QfiQnnQwc032Z1
Get Loud,5:22,The Universe Inside,STS9,1eZ4td9oadjw7GkW0LzxNK,7HT2MVPkWXXFnwyrzHF453
All The Time,3:92,Bahamas is Afie,Bahamas,4C50EbCS11M0VbGyH3OfLt,0AfgBzwRvppO7MwJNlGjvH
Run for Your Life,3:93,Big Grams,Big Grams,4jU68Hm8np6WNZXMqi7rz3,1CFREwS5yzCEpC8slWETgT
She Can’t Leave Me Here Alone Tonight,2:68,In the Shower,HOMESHAKE,4DMSJzGjw2SMkKAT5EEE5u,0mWXQOrqbigpDUGfnbW7ez
Giving Up On You - Ticklah Remix,3:88,Giving Up On You (Ticklah Remix),"Wild Belle, Victor Axelrod",4wHZkzWXD9GPr4RQAYjUcv,2vmAO5dvEjdbI36MR2vWmo
Extreme Northern Lights,8:41,Solar Maximum,Majeure,2AH3OXepgYRFkVsu846PKA,420HYarHoqyfFJEY29rlI3
Out of Pocket,3:38,Man About Town,Mayer Hawthorne,4d53BMrRlQkrQMz5d59f2O,5MBHKaOoI0GPDg9moUCZor
Opal Waltz,3:72,Dazed & Confused,Supernaive,0LIQJHtaj1P8K7CFMxqonq,15egQXR5QFe5oyqH0U4rlE
Work This Time,4:61,Oddments,King Gizzard & The Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn,3DZKitIBszx0EZ7xZ3zJcW
Powa,5:06,W H O K I L L,Tune-Yards,0asVlqTLu3TimnYVyY5Jxi,7rBLvpL7ZWi1YCSXSLUZKF
Animals Garden,1:91,For The People Like Us,Klaus Layer,0qU9C0toB3cUdPP8NMZl9x,4DyIWylNmWYfZPjLbaTJQh
A Night Thought,3:3,"Moon, Wisdom & Slackness","Pigeondust, Sugarloaf",3ZGFuMnNyyCIAnq5vARz1W,3ICgXKPcqTnA1flXqWbRjs
Overexpressed,3:31,"All Good Records: Freshly Baked, Vol. 01",Birocratic,60b7IDlGflg5lgyfEGf9yB,003VewB37v1OnUJGpLq6Wv
Liquid Silver,4:23,Colors of Jazz 2,Blazo,089rQ02K5KBRF0XRYcQ9LX,4cE8tcL3oC5iAtvKum0gBH
Strange Wolf,2:29,Vermilion,Dirty Art Club,2DcAdoxP41GECOfZt2MhQL,31WdFLBw0t2c1B9PPY9Ae9
Friday Night (feat. Panthurr & Jeff Kaale),2:17,Way of Life,"Brock Berrigan, Panthurr, Jeff Kaale",39sPWwRyNp4NNMyWzN7I0o,0XdS5ftC8BnlLyzKYi6QlV
Passage,3:63,Passage,Birocratic,60b7IDlGflg5lgyfEGf9yB,6KM8bqI45IZkhGD95HXVLU
"Music Sounds Better With You - 12"" Club Mix",3:93,Total Music: Dance Classics Vol. 1,Stardust,2w7IutHv5g4e8LumrwtjWR,5fCk8jQjIZJjC55wgejI88
Ghost of the Night Tide,2:33,Vermilion,Dirty Art Club,2DcAdoxP41GECOfZt2MhQL,31WdFLBw0t2c1B9PPY9Ae9
New Love,3:59,Late Nights / Early Mornings,Handbook,6OvOdUubb1MOOz2FtGWlHk,6KK4ZGVB1Zmyb0I0haTOSG
The Celebration Song,2:87,Four Walls and an Amplifier,Brock Berrigan,39sPWwRyNp4NNMyWzN7I0o,4muoD957HsInUreETMTfDa
Loveless - Edit,4:3,Loveless,Lo Moon,2XcWfmG3wclCLfTJb7mFeg,0nHgQEUNtbklGQGTGCAPhA
Groovin',3:56,Kahunastyle,"Flamingosis, Yung Bae",75cW8FFekyCjj0mfZM1Gfb,7HIQwXtGY23CCkxp5mHb5v
Reels: Miss McDonald's & Gillespie's,2:44,Traditional Music of Ireland,Seamus Walshe,1qqOdTvhTHllL3XDBxdfeB,2rpFnbn8gWjzjtjOzqooWC
Her - Original Mix,7:09,If I Ever Feel Better,Theo Kottis,3qEwwb8O7MSkGRohGYEzkO,6a6wDyX2AXicy9UFF1Sd0d
"Fantasy in C Minor, BWV 919",2:21,"Glenn Gould plays Bach: 6 Partitas BWV 825-830; Chromatic Fantasy BWV 903; Italian Concerto BWV 971; The Art of the Fugue BWV 1080 (excerpts); Preludes, Fugues & Fantasies","Johann Sebastian Bach, Glenn Gould",5aIqB5nVVvmFsvSdExz408,61UszrMDhufhN6bGF7Rpb1
Gettin' It Done,5:11,You'll Understand,Ross from Friends,1Ma3pJzPIrAyYPNRkp3SUF,0PS8yuHp9CAqDguXPKSJAg
FEAR.,7:68,DAMN.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,4eLPsYPBmXABThSJ821sqY
.sleep,1:38,What a Day EP,Ajmw,64StAk1W7veJKQ9x0rlE2R,0GluupXw9hO990QEEfwTWh
Stimulus,4:57,Another Point of View,Moods,14uVJsPC4DByeuD0cq36ez,55CTMjG2c1hYHg3TDSuxGC
U Betta,3:67,U Betta,Machinedrum,06xa1OLBsMQJFXcl2tQkH4,08SnGnzoEhpApYzN9oCyVg
I Don't Know and I Don't Want to Know,3:1,Discography 2015-2016,In Love With a Ghost,21tDFddcOFDYmiobTcls2O,3pd7Ptw71K7NVIqQOU6KAC
You're Cute,3:71,You're Cute,Tennyson,3Nb8N20WChM0swo5qWTvm8,3u2GzQMBGVEOyGILuFY8d0
Darkest (Dim),5:15,Creature Dreams EP,"TOKiMONSTA, Gavin Turek",3VwKSHAfgzV1DOHV0aANCI,0QaOISw0KJsSVJZf61lcCH
Dive,2:01,En Amor EP,DrewsThatDude,36UnfzYd835ufc9ajoT9Kk,4yjETVLQtCxThVcv2IC3Nw
In July Focus,2:41,EP 1,letherette,1fQDzf4lnUF4DYngrLJH0m,66x0yirmZIwqVHD40LZYpA
Langsette,3:45,EP 3,letherette,1fQDzf4lnUF4DYngrLJH0m,1Uxnxs4QeqDkdkVRNmZCNa
Momma,2:51,Last Night On The Planet,letherette,1fQDzf4lnUF4DYngrLJH0m,0NpwducEL7pD1Rb6gYGxXR
Rayon,4:51,Refresh,letherette,1fQDzf4lnUF4DYngrLJH0m,0eAsB4L3kkcGafeJhpwysX
nowhere,4:33,nowhere,"josh pan, X&G",2sfSQ1BOzaFQa3LZj6OGwD,0nxyFLQ27Mg74ZeKwQUMR0
Do You Believe in Soulmates,2:16,Do You Believe in Soulmates,josh pan,2sfSQ1BOzaFQa3LZj6OGwD,4oZEdDR3YEVTxJcgm96UDd
LONG DISTANCE,3:66,Escapism,Sam Gellaitry,07UJz804RJxqNvxFXC3h9H,2IY7M0PuMq7TltqtwFAzh8
We've Never Met but Can We Have a Cup of Coffee or Something,3:33,Let's Go,In Love With a Ghost,21tDFddcOFDYmiobTcls2O,7A1vIevZg3nz7jOjbfNh6R
Getting to Know You,5:02,Desire,Spazzkid,1qmmiqE1glIyPbXg5sZ92f,5ugH6WM5yd7Dvpaf6NKy1l
Faded - Lido Remix,4:4,Faded (The Remixes),"ZHU, Lido",28j8lBWDdDSHSSt5oPlsX2,4SIJPzvWkuaqaM1tIy715Y
Tokyo Narita - Freestyle,2:43,Tokyo Narita (Freestyle),"Halsey, Lido",26VFTg2z8YR0cCuwLzESi2,2UY6XpyvxysQ6Z6KQ53GKi
Don't Mean a Thing,5:81,Lustmore,Lapalux,46Ce0QmI1mE2bl5VQ4P9N8,1ATtDUQ76P0TqCFPIZB6Ri
Unravel,3:28,Unravel,Warhola,78tqzAecpQgPa0GQtvLmWk,1JUgwAzIkJFEVRbWPyKglj
How I Feel,4:35,How I Feel,"Moods, Sam Wills",14uVJsPC4DByeuD0cq36ez,0nPlQ0n9Tixs05wregJOy6
Moscow Nightlife,2:88,"The Soviet Tape, Vol. 1","Fulgeance, DJ Scientist",6TXey1XBJeYBhlnUykWLLd,4KFGM1aAsTyuKol0Gqs2Ak
Choco / Mog,2:0,Lyon - EP,Devonwho,2GqaakAnuhfpY4drbXrEmL,2e8xwdptpetHTHp6zATQQK
Because I Feel Synths,4:49,Because I Feel Things,VRWRK,4bvxu5Jz2BJixoh6fxiLbH,2GDI7KJkK9maTJrnfVurCL
The Less I Know The Better,3:61,Currents,Tame Impala,5INjqkS1o8h1imAzPqGZBb,79dL7FLiJFOO0EoehUHQBv
Start Again (feat. Andrea Cormier),4:11,The Other Day,"Pomo, Andrea Cormier",6YtlR8MLfO6azxwOKAvEi3,1m20IgKUICY4cmLMBFdtxX
After Dawn,4:52,Letherette,letherette,1fQDzf4lnUF4DYngrLJH0m,49NH8SissY64UCvJ8O3s8W
Dangerous,3:86,Dangerous,"Umii, B. Bravo, Reva DeVito",63cNPy5lkcSkPmC1MrdRpc,5GgAEQ3C1Epl0XtNu1be4u
Walking By Myself - Single Version,2:79,Chicago Bound,Jimmy Rogers,20k4RFKXyboeDSz9bjumx0,0SGm1i0EgdVzB06XPIuqsH
The Sky Is Crying,2:77,Shake Your Money Maker: The Best Of The Fire Sessions,Elmore James,0q9kpdDkEA3H17gcRMjgVS,5f4i4c03PdC3yHI63Ccauu
My Babe - Single Version,2:7,The Essential Little Walter,Little Walter,22JuR9OeENcP54XN5TlNWS,4x7X3UHpMyLudgyIyLNft0
Going Down,3:41,Getting Ready... (World),Freddie King,5dCuFngSPyOOnTAvrC7v2s,2bNjljctm6ynfp9Xzdy7RI
Ain't No Sunshine,3:41,Bring 'Em In,"Buddy Guy, Tracy Chapman",2gCsNOpiBaMNh20jQ5prf0,6q80QMqBZJMht2f7c4bLL6
,0:0,,,0LyfQWJT6nXafLPZqxe9Of,4bzL8awu1D5r6NBFezdotF
Invisible Man,3:32,The Thurl Tape,A-1,02YVGBxJrI4krtOs91vH0o,5FsHHzwzdzAQbrNIbFPL9y
Tangerine Girl,4:41,RetroHash,Asher Roth,1wgY8huggK60P5nvYrwcYT,1qOnBOvUUbD8mNV9bwWeIn
Happy,2:8,Mecury Rising,"Rae & Christian, Mark Foster",75WMfaHMMwtiMW8tfR92Pn,3G5wVsPj0DC4PdGoNu8og9
Yo Sweets,3:43,Settle For Greatness EP,Najee The 1,376XOMV0jWZ5Dz0jbnhwx6,0f9nZ2rejFsFnAtMFywIet
Moonwalker,3:98,Guggenz 2k16,Guggenz,0arCcK0KVLd5L1Q5zr9WWM,5JhNPsGS6MVRynGjTjf178
Warm Thoughts,3:81,Flume,Flume,6nxWCVXbOlEVRexSbLsTer,7z6ANlWEQZBqcmhr7go3CN
Faba,10:0,Never Odd or Even,Dopapod,6ur6SxSBdRLBgehOIT2iwX,3mImh5KLHLBPk0MkuaihZG
Into The Mirror,5:18,Omni,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,2Ljyr4VYY6raQ6M6Bu6FEy
Ttktv,6:7,Live from the Dentist Office,Injury Reserve,3nf2EaHj8HikLNdaiW3v73,4SCGBO6mCW5KJvprGPOeKx
Take a Picture,3:6,Tuxedo II,Tuxedo,0CCqHvxGgfjJzwzQzmPlEr,2Sg44E0lWAJBoslZCAYJKz
Dusk (Digital Bonus),4:0,Photay,Photay,1MSxOmIt7uYgvPydd1tU8F,4UMHT3JeBurhUzrzZAaP2D
Dirty Laundry - Heavy Load,5:08,Spin Cycle,"Laura Silberberg, Skratch Bastid, Afiara Quartet",3rSF48YAi2o73YFIKMvBVu,6y7OOiJJ8q1qBNvNiVSIbg
Treble Chair,6:42,Expanding Anyway,Morning Teleportation,5jOwDRC4Ha9MLHxF9YELyV,6PQqEfSbwfWEKJjYdt8vW8
Good Looks,4:06,Good Looks,Girlyboi,11BHl1AIynihfkkqpVt4BR,0mjnJm0TrAr44OVSjjE72j
Blossom,4:0,Blossom,Dreamers Delight,1bDXdxSg3Ve7V7f3bteIyk,1neuJV3rnttB7DSYxphhoG
Bat Box 9,2:38,Damn EP,Houdinne,7JLHmeRyMPFuf0O6gqDKOM,6TlBkWRXW8pVzgpXCmNZY5
Jamflowman,7:97,Natural Evolution of Consciousness,Twiddle,0hNjIdUHXWhd0dilzi6c12,7oTK70UwrJTNwGwJ9cGKNT
Sin the Moon,8:87,Gods and Devils,Shark Quest,3TBHG46e3npJLPJovwCOA9,58ePLIxT8gNGiZ2HP67uqp
Bones,3:23,Crumb,Crumb,4kSGbjWGxTchKpIxXPJv0B,3KlT3WRjpdhXsBZ2rRlYFO
After Hours (Extended Euro Mix),8:33,The Gathering,Living Legends,0E4UA1bttJjSFNgAkLyQuo,1pkpyM8wrz6x2uSj1wbbKC
Star Fucker,4:59,Vert,Wildhood,5MpAnQznKoyghH0bdeEQ5Q,3WHFd0eapRkqAyW3zSYK8F
Shapeshifter Blues,6:7,The Slowdown,Pilote,3YcHuyrJKhOeX7Ptl28fHM,1nGbmpNWSZugtwwipiwsAY
A Vision Complete,2:96,It Once Had Been Kind,Paris Monster,03woHyiKNpd9aTN8ebdYbq,72B8ElX1oKY4VJbHPBsdri
1-5-9,4:86,Koi Child,Koi Child,3gBGBZz7YrFW3wQ0WUiDES,21wNeEaw7iFxDzvhHXEzcI
Black Fur,4:86,Seeds in Sand,Elder Island,3EnbnmqrrvApHJs6FMvYik,50i0V4uIHijxSEme2W1eak
Bet Dap Goom Bown,3:47,Bet Dap Goom Bown - Single,20syl,6mA4csYsYvf4Mq02PleZEV,7o396xpIk6tVcmUHY2GtiY
Can't Wait,4:21,Caught Up,"Taylor Bense, Greg Paulus",4wbRims8syxzV79sDWQ1Z9,6B4znWEuHJC1VefYGOR4Wh
How Long...,7:52,Phone.Keys.Wallet,Cbdb,0Rt9ML8x5r1DFhSPAJhbwr,2fVFLWl9qjao0Q1eal6yx4
All Is Forgiven,5:78,All Is Forgiven,Alekesam,2JM2yzMSOgq7VeG6nKm3PY,2ULGXsnQed8wy5dGo5twJj
I Had a Real Good Lover,6:54,Mouthoil,The Shouting Matches,4Ol9S3QuVEVdbXfSjM6ZdQ,0n2DviOOZZeNwgCSPQrFMp
Crave You,3:91,Down To Earth,"Flight Facilities, Giselle",1lc8mnyGrCLtPhCoWjRxjM,46QzsMWnmLOyOpAifA9ilP
hej,2:17,hej,rysk,0QAslStEPMApQgOSsjiAkw,4hhPgaa6uJzpoR3YdQYkUJ
Permission To Love,4:41,Permission To Love,Hayden James,4csQIMQm6vI2A2SCVDuM2z,0I8hiOgKeA47FNwj3LvWtu
Float Away,5:48,Do You Want More,Robbie Rivera,4bYwbb6k4ujHD2NXRxSwRP,1SSmHDJv3CQrQANOirFcNi
Stop the Dams,5:65,D-Sides [Special Edition],Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2w4tLG1JH25BysuILfkI0x
Hong Kong,7:23,D-Sides [Special Edition],Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2w4tLG1JH25BysuILfkI0x
Revolving Doors,3:43,The Fall,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,5jJGGsAztgUEXUHHZ2zrah
Learning For Your Love,6:51,Work,"Marcus Marr, Chet Faker",6l5dAUNRhHnRSPPmRJSKQr,7todkiAgQds64BupCkNnw7
One Life Stand,5:36,One Life Stand,Hot Chip,37uLId6Z5ZXCx19vuruvv5,4g9B6VXmdHhmqYhVHIXsbc
On Your Side,4:14,Meraki,"Opiuo, Russ Liquid",69Fy7EM9qAFPdKSKLFU66b,3Bm7PPhlsVHRJkdDYASNS4
Mbira Beat,5:05,Caught in the loop,GoldFish,0uRdK8gy7fXJGRywrlmPM7,4u8P7cgQATzMbxM1HmB7GA
Life Itself,4:69,How To Be A Human Being,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,6qb9MDR0lfsN9a2pw77uJy
